Ibge;Existe serviço de dragagem ou desassoreamento dos cursos d'água naturais perenes - IE041;Data
430940;[S] Sim;31/12/2015
430950;;31/12/2015
430955;[S] Sim;31/12/2015
430970;;31/12/2015
430980;[N] Não;31/12/2015
430990;[N] Não;31/12/2015
430995;[N] Não;31/12/2015
431000;[N] Não;31/12/2015
431010;[N] Não;31/12/2015
431020;;31/12/2015
431030;[N] Não;31/12/2015
431036;;31/12/2015
431040;;31/12/2015
431041;;31/12/2015
431043;[N] Não;31/12/2015
431046;[N] Não;31/12/2015
431050;;31/12/2015
431053;[N] Não;31/12/2015
431055;[N] Não;31/12/2015
431057;;31/12/2015
431065;;31/12/2015
431070;;31/12/2015
431075;[N] Não;31/12/2015
431080;[S] Sim;31/12/2015
431085;[S] Sim;31/12/2015
431087;[N] Não;31/12/2015
431100;[N] Não;31/12/2015
431110;[N] Não;31/12/2015
431115;[N] Não;31/12/2015
431120;;31/12/2015
431123;;31/12/2015
431125;;31/12/2015
431127;;31/12/2015
431130;[N] Não;31/12/2015
431140;[S] Sim;31/12/2015
431150;;31/12/2015
431160;[S] Sim;31/12/2015
431162;;31/12/2015
431164;[N] Não;31/12/2015
431171;;31/12/2015
431173;;31/12/2015
431175;;31/12/2015
431177;[S] Sim;31/12/2015
431179;[N] Não;31/12/2015
431190;[N] Não;31/12/2015
431200;[N] Não;31/12/2015
431205;;31/12/2015
431213;;31/12/2015
431215;;31/12/2015
431217;;31/12/2015
431220;[N] Não;31/12/2015
431225;[S] Sim;31/12/2015
431235;;31/12/2015
431237;;31/12/2015
431238;[N] Não;31/12/2015
431240;[S] Sim;31/12/2015
431242;;31/12/2015
431247;;31/12/2015
431250;;31/12/2015
431260;[N] Não;31/12/2015
431261;[N] Não;31/12/2015
431262;;31/12/2015
431265;;31/12/2015
431267;;31/12/2015
431270;[N] Não;31/12/2015
431275;;31/12/2015
431290;[S] Sim;31/12/2015
431300;[N] Não;31/12/2015
431301;[N] Não;31/12/2015
431303;[S] Sim;31/12/2015
431306;;31/12/2015
431310;;31/12/2015
431320;[N] Não;31/12/2015
431330;[N] Não;31/12/2015
431333;[N] Não;31/12/2015
431335;;31/12/2015
431339;;31/12/2015
431340;[S] Sim;31/12/2015
431342;;31/12/2015
431344;;31/12/2015
431349;;31/12/2015
431360;;31/12/2015
431365;[N] Não;31/12/2015
431370;[N] Não;31/12/2015
431380;;31/12/2015
431390;;31/12/2015
431395;[S] Sim;31/12/2015
431400;[N] Não;31/12/2015
431402;[S] Sim;31/12/2015
431403;;31/12/2015
431405;[N] Não;31/12/2015
431407;[N] Não;31/12/2015
431410;[N] Não;31/12/2015
431415;;31/12/2015
431417;;31/12/2015
431430;;31/12/2015
431445;;31/12/2015
431449;;31/12/2015
431454;;31/12/2015
431455;[N] Não;31/12/2015
431460;[N] Não;31/12/2015
431475;[N] Não;31/12/2015
431478;;31/12/2015
431480;;31/12/2015
431490;[S] Sim;31/12/2015
431500;;31/12/2015
431505;[N] Não;31/12/2015
431507;[N] Não;31/12/2015
431510;;31/12/2015
431513;[N] Não;31/12/2015
431514;;31/12/2015
431515;[N] Não;31/12/2015
431517;;31/12/2015
431520;;31/12/2015
431531;[N] Não;31/12/2015
431532;[N] Não;31/12/2015
431535;[N] Não;31/12/2015
431540;;31/12/2015
431545;;31/12/2015
431550;[S] Sim;31/12/2015
431555;;31/12/2015
431560;[S] Sim;31/12/2015
431570;;31/12/2015
431575;[N] Não;31/12/2015
431580;;31/12/2015
431600;[S] Sim;31/12/2015
431610;;31/12/2015
431620;[N] Não;31/12/2015
431640;;31/12/2015
431643;;31/12/2015
431645;[N] Não;31/12/2015
431650;[N] Não;31/12/2015
431660;[N] Não;31/12/2015
431670;[N] Não;31/12/2015
431680;;31/12/2015
431690;;31/12/2015
431697;;31/12/2015
431700;;31/12/2015
431710;[S] Sim;31/12/2015
431720;;31/12/2015
431725;;31/12/2015
431730;;31/12/2015
431750;;31/12/2015
431755;;31/12/2015
431760;[S] Sim;31/12/2015
431780;[N] Não;31/12/2015
431790;;31/12/2015
431795;;31/12/2015
431800;[S] Sim;31/12/2015
431805;[S] Sim;31/12/2015
431810;[N] Não;31/12/2015
431840;;31/12/2015
431842;;31/12/2015
431843;[N] Não;31/12/2015
431844;[S] Sim;31/12/2015
431845;;31/12/2015
431846;[N] Não;31/12/2015
431849;[N] Não;31/12/2015
431850;;31/12/2015
431860;;31/12/2015
431861;[N] Não;31/12/2015
431862;;31/12/2015
431890;[N] Não;31/12/2015
431900;[N] Não;31/12/2015
431912;;31/12/2015
431920;;31/12/2015
431930;;31/12/2015
431935;[N] Não;31/12/2015
431936;[N] Não;31/12/2015
431937;;31/12/2015
431940;[N] Não;31/12/2015
431960;;31/12/2015
431970;;31/12/2015
431971;;31/12/2015
431973;[N] Não;31/12/2015
431975;;31/12/2015
431980;;31/12/2015
431990;[S] Sim;31/12/2015
432000;[S] Sim;31/12/2015
432020;[N] Não;31/12/2015
432023;;31/12/2015
432030;[S] Sim;31/12/2015
432032;[N] Não;31/12/2015
432035;[N] Não;31/12/2015
432040;[S] Sim;31/12/2015
432045;[N] Não;31/12/2015
432050;;31/12/2015
432055;[N] Não;31/12/2015
432057;;31/12/2015
432065;;31/12/2015
432067;;31/12/2015
432080;;31/12/2015
432085;[N] Não;31/12/2015
432100;[N] Não;31/12/2015
432110;;31/12/2015
432120;;31/12/2015
432130;[S] Sim;31/12/2015
432132;;31/12/2015
432135;;31/12/2015
432140;;31/12/2015
432143;;31/12/2015
432145;[S] Sim;31/12/2015
432146;;31/12/2015
432147;;31/12/2015
432149;;31/12/2015
432150;;31/12/2015
432160;;31/12/2015
432162;[N] Não;31/12/2015
432163;;31/12/2015
432166;;31/12/2015
432170;;31/12/2015
432180;[N] Não;31/12/2015
432183;;31/12/2015
432185;;31/12/2015
432195;[N] Não;31/12/2015
432210;;31/12/2015
432220;;31/12/2015
432225;;31/12/2015
432230;[N] Não;31/12/2015
432237;;31/12/2015
432250;;31/12/2015
432253;[S] Sim;31/12/2015
432260;[S] Sim;31/12/2015
432270;[N] Não;31/12/2015
432280;[N] Não;31/12/2015
432285;;31/12/2015
432310;;31/12/2015
432320;[N] Não;31/12/2015
432330;;31/12/2015
432335;[N] Não;31/12/2015
432340;[N] Não;31/12/2015
432350;[N] Não;31/12/2015
432360;;31/12/2015
432370;;31/12/2015
432377;[N] Não;31/12/2015
500025;;31/12/2015
500090;;31/12/2015
500100;[N] Não;31/12/2015
500124;;31/12/2015
500190;;31/12/2015
500200;;31/12/2015
500220;[N] Não;31/12/2015
500230;;31/12/2015
500240;;31/12/2015
500270;[N] Não;31/12/2015
500280;[N] Não;31/12/2015
500295;;31/12/2015
500310;;31/12/2015
500320;[N] Não;31/12/2015
500325;[N] Não;31/12/2015
500345;;31/12/2015
500350;;31/12/2015
500370;;31/12/2015
500375;;31/12/2015
500380;;31/12/2015
500390;[N] Não;31/12/2015
500410;;31/12/2015
500430;;31/12/2015
500440;[N] Não;31/12/2015
500460;[N] Não;31/12/2015
500470;[N] Não;31/12/2015
500490;[N] Não;31/12/2015
500500;;31/12/2015
500510;;31/12/2015
500520;[N] Não;31/12/2015
500540;[S] Sim;31/12/2015
500570;[N] Não;31/12/2015
500620;;31/12/2015
500625;;31/12/2015
500627;;31/12/2015
500630;[N] Não;31/12/2015
500690;;31/12/2015
500740;;31/12/2015
500755;;31/12/2015
500769;[N] Não;31/12/2015
500770;[N] Não;31/12/2015
500793;;31/12/2015
500797;;31/12/2015
500800;;31/12/2015
500830;[N] Não;31/12/2015
500840;;31/12/2015
510020;;31/12/2015
510030;;31/12/2015
510035;;31/12/2015
510180;;31/12/2015
510250;;31/12/2015
510263;;31/12/2015
510267;[N] Não;31/12/2015
510268;;31/12/2015
510285;[N] Não;31/12/2015
510305;;31/12/2015
510320;[N] Não;31/12/2015
510330;;31/12/2015
510335;;31/12/2015
510336;;31/12/2015
510337;[N] Não;31/12/2015
510340;;31/12/2015
510350;[N] Não;31/12/2015
510370;[N] Não;31/12/2015
510380;;31/12/2015
510450;;31/12/2015
510452;;31/12/2015
510454;[N] Não;31/12/2015
510480;;31/12/2015
510525;;31/12/2015
510550;;31/12/2015
510558;[N] Não;31/12/2015
510560;[N] Não;31/12/2015
510562;[N] Não;31/12/2015
510600;[N] Não;31/12/2015
510615;[N] Não;31/12/2015
510618;;31/12/2015
510619;;31/12/2015
510620;;31/12/2015
510624;[N] Não;31/12/2015
510625;[N] Não;31/12/2015
510626;[N] Não;31/12/2015
510627;[N] Não;31/12/2015
510629;;31/12/2015
510642;[S] Sim;31/12/2015
510675;[N] Não;31/12/2015
510680;[N] Não;31/12/2015
510706;;31/12/2015
510710;;31/12/2015
510715;;31/12/2015
510720;;31/12/2015
510724;;31/12/2015
510757;[N] Não;31/12/2015
510774;;31/12/2015
510775;;31/12/2015
510787;[N] Não;31/12/2015
510790;;31/12/2015
510794;;31/12/2015
510795;;31/12/2015
510800;;31/12/2015
510805;[N] Não;31/12/2015
510890;;31/12/2015
510895;[N] Não;31/12/2015
520005;;31/12/2015
520020;[N] Não;31/12/2015
520025;[N] Não;31/12/2015
520060;;31/12/2015
520080;;31/12/2015
520085;;31/12/2015
520110;[S] Sim;31/12/2015
520120;;31/12/2015
520150;;31/12/2015
520215;;31/12/2015
520250;[S] Sim;31/12/2015
520320;;31/12/2015
520340;[N] Não;31/12/2015
520393;;31/12/2015
520396;;31/12/2015
520400;;31/12/2015
520430;[N] Não;31/12/2015
520455;;31/12/2015
520465;;31/12/2015
520485;;31/12/2015
520540;[S] Sim;31/12/2015
520547;;31/12/2015
520590;[N] Não;31/12/2015
520735;;31/12/2015
520740;;31/12/2015
520750;;31/12/2015
520800;;31/12/2015
520850;;31/12/2015
520940;[N] Não;31/12/2015
520945;;31/12/2015
520970;[N] Não;31/12/2015
520980;;31/12/2015
520990;[N] Não;31/12/2015
521040;;31/12/2015
521060;;31/12/2015
521100;;31/12/2015
521130;;31/12/2015
521160;;31/12/2015
521210;;31/12/2015
521225;;31/12/2015
521280;;31/12/2015
521310;[N] Não;31/12/2015
521385;;31/12/2015
521390;[N] Não;31/12/2015
521400;;31/12/2015
521410;;31/12/2015
521470;;31/12/2015
521480;[N] Não;31/12/2015
521483;;31/12/2015
521487;;31/12/2015
521520;;31/12/2015
521523;;31/12/2015
521540;;31/12/2015
521550;;31/12/2015
521570;[N] Não;31/12/2015
521600;;31/12/2015
521640;;31/12/2015
521740;[N] Não;31/12/2015
521770;;31/12/2015
521800;;31/12/2015
521805;;31/12/2015
521839;;31/12/2015
521910;[N] Não;31/12/2015
521930;;31/12/2015
521940;;31/12/2015
521950;;31/12/2015
521975;;31/12/2015
521980;;31/12/2015
521990;;31/12/2015
522010;;31/12/2015
522015;[N] Não;31/12/2015
522020;[N] Não;31/12/2015
522026;;31/12/2015
522028;;31/12/2015
522060;[N] Não;31/12/2015
522068;;31/12/2015
522119;;31/12/2015
522140;;31/12/2015
522155;;31/12/2015
522157;;31/12/2015
522200;[N] Não;31/12/2015
522220;;31/12/2015
530010;[N] Não;31/12/2015
